EEBO,Terms
71305180,"Montagu
71305181,"Bible. -- N.T. -- Revelation XX
82475306,"Smith
82475322,"Smythe
82475339,Church -- Early works to 1800.
68222971,"Frederick Henry
72799859,Catholic Church -- Doctrines -- Early works to 1800.
72799859,Fathers -- Religious life -- Early works to 1800.
72799859,Conduct of life -- Early works to 1800.
68222983,Spanish language -- Conversation and phrase books -- Early works to 1800.
68222983,English language -- Conversation and phrase books -- Spanish -- Early works to 1800.
68223023,Fuelwood crops -- Great Britain.
68223023,Tree crops -- Great Britain.
68223023,Reforestation -- Great Britain -- Early works to 1800.
68223023,Forests and forestry -- Great Britain -- Early works to 1800.
68223032,Third Order Secular of St. Francis -- Rules.
68223032,Monasticism and religious orders -- England -- Rules -- Early works to 1800.
71305190,Christian life -- Protestant authors -- Early works to 1800.
82475526,Svenska kyrkan -- Liturgy -- Texts -- English.
82475526,Svenska kyrkan -- Prayers and devotions -- Early works to 1800.
82475526,Thirty Years' War
71305195,"Jonson
72803576,"Charles -- I
72799961,"Bible -- Paraphrases
72799972,"Bible. -- O.T. -- Proverbs XXII
82475631,"Mary
82475646,"Mary
72800005,Church of England -- Apologetic works -- Early works to 1800.
82475766,Jesus Christ -- Person and offices -- Early works to 1800.
82475766,God -- Love -- Early works to 1800.
82475766,Theology
71305203,Christian life -- Early works to 1800.
71305203,Conduct of life -- Early works to 1800.
71305205,Women -- Great Britain -- Biography.
71305205,England -- Queens -- Biography.
71305205,Scotland -- Queens -- Biography.
82475784,"Thirty Years' War
71305208,Lace and lace making -- Early works to 1800.
71305212,Dido (Legendary character) -- Poetry -- Early works to 1800.
71305212,Aeneas (Legendary character) -- Poetry -- Early works to 1800.
71305220,"North America -- History -- Colonial period
71305221,"Catechisms
72800213,Pastoral theology -- Early works to 1800.
72800213,Clergy -- Early works to 1800.
72800213,Reformation -- Switzerland -- Sources -- Early works to 1800.
82474491,"Bastwick
124064072,"Keith
69648435,"Ormonde
64550733,Church of England -- Catechisms -- Early works to 1800.
64550733,Catechisms
64550731,"Bible. -- N. T. -- 2 Peter III
64550742,Shepherds in the Bible -- Early works to 1800.
64550742,Angels -- Early works to 1800.
64550742,Broadsides -- England -- 17th century.
64550745,"James -- II
62369728,Navigation -- Early works to 1800.
62369728,Nautical astronomy -- Early works to 1800.
62369728,Compass -- Early works to 1800.
64550748,"William -- III
69648439,"Justice
64550755,Church of England -- Government -- Early works to 1800.
64550755,Church and state -- England -- Early works to 1800.
64550755,Last Supper -- Early works to 1800.
64550755,Broadsides -- England -- 17th century.
64550758,"Ailesbury
64550760,"Orford
69648443,Land settlement -- Rhode Island -- Early works to 1800.
69648443,Migration
69648444,"Jones
61296817,Lord's Supper -- Meditations -- Early works to 1800.
64550765,Sleep -- Early works to 1800.
64550765,Church attendance -- England -- Early works to 1800.
64550765,Sleep substances -- Early works to 1800.
80921636,Conduct of life -- Early works to 1800.
80921648,"Chauncy
69648448,"Bulkeley
64550776,Royal African Company -- Early works to 1800.
64550776,Great Britain -- Commerce -- Africa -- Early works to 1800.
64550776,Africa -- Commerce -- Great Britain -- Early works to 1800.
64550776,Broadsides -- England -- 17th century.
64550858,"Charles -- I
64550860,Lord's Supper -- Early works to 1800.
64550860,Lord's Supper -- Prayer-books and devotions -- Early works to 1800.
64550862,Bartholomew Fair -- Early works to 1800.
64550862,Prostitutes -- England -- Early works to 1800.
64550862,Prostitution -- England -- Early works to 1800.
64550862,Broadsides -- England -- 17th century.
69648491,Human anatomy -- Early works to 1800.
69648491,Medicine -- Early works to 1800.
64550865,Christianity and atheism -- England -- Early works to 1800.
64550865,Atheism -- England -- Early works to 1800.
64550867,"Anglesey
64550870,"William -- III
69648492,"Shaftesbury
64550872,"Price
64550875,"Norfolk
64550876,"Charles -- I
64550882,Medical laws and legislation -- England -- Early works to 1800.
64550882,Medicine -- History -- 17th century.
62369011,"Fitzharris
80921730,"Ballads
61296854,Butchers -- Scotland -- Edinburgh -- History -- Sources.
61296854,Meat industry and trade -- Scotland -- Edinburgh -- History -- Sources.
61296854,Meat industry and trade -- Law and legislation -- Scotland -- Edinburgh -- Sources.
124064088,English poetry -- 17th century -- Early works to 1800.
124064088,Piety -- Poetry -- Early works to 1800.
64550884,"Great Britain -- History -- Commonwealth and Protectorate
64550885,"Jacob
64550888,"Killigrew
61296855,Italian literature -- Translations -- Early works to 1800.
62369013,"Ashton
64550891,Gresham College.
64550891,Royal Society (Great Britain) -- Rules and practice -- Early works to 1800.
64550891,Dues -- England -- Societies
64550893,"Charles -- I
69648495,Quakers -- England -- Controversial literature -- Early works to 1800.
69648495,Society of Friends -- England -- Controversial literature -- Early works to 1800.
69648496,"Andros
64550900,"Angel
62369018,Pirates -- England -- Early works to 1800.
62369018,Hijacking of ships -- England -- Early works to 1800.
62369018,Great Britain -- Colonies -- America -- Administration.
62369018,Great Britain -- Colonies -- America -- Commerce -- Early works to 1800.
62369018,Broadsides -- England -- 17th century.
124064092,Drugs -- Early works to 1800.
64550902,Christian life -- England -- Early works to 1800.
64550902,Broadsides -- England -- 17th century.
64550905,Jacobites -- Early works to 1800.
64550905,Great Britain -- Politics and government -- 1689-1702 -- Sources.
64550905,Great Britain -- History -- William and Mary
69648497,"Bagshaw
64550912,"Saint Giles in the Fields Parish Church (London
61296856,Tallies -- Early works to 1800.
61296856,Finance
62369023,Church of England -- Biography -- Early works to 1800.
62369023,Great Britain -- History -- Stuarts
62369026,Church of England -- Biography -- Early works to 1800.
62369026,Great Britain -- History -- Stuarts
64550937,"Barnes
124064094,Hope -- Religious aspects -- Christianity -- Early works to 1800.
124064094,Theology
61296859,"Arnold
64550944,"Freeman
61296862,Scots -- United States -- Early works to 1800.
61296862,Scotland -- History -- 1689-1745.
61296862,New York (state) -- Emigration and immigration -- Early works to 1800.
61296862,Broadsides -- England -- 17th century.
69648511,Sabbath legislation -- Massachusetts -- Early works to 1800.
69648511,Sunday legislation -- Massachusetts -- Early works to 1800.
69648511,Massachusetts -- History -- Colonial period
69648512,"New York (N.Y.) -- History -- Colonial period
64550946,"Bible. -- N.T. -- Acts
80921901,"Great Britain -- History -- Commonwealth and Protectorate
61296880,Prophecies -- Early works to 1800.
61296880,Great Britain -- History -- Prophecies -- Early works to 1800.
64550982,"Charles -- II
69648533,Taxation -- England -- Early works to 1800.
69648533,Tithes -- England -- Early works to 1800.
69648533,Sermons
64550988,Apostles' Creed -- Paraphrases -- Early works to 1800.
64550988,Lord's Prayer -- Paraphrases -- Early works to 1800.
64550988,Prayers -- Early works to 1800.
64550988,Broadsides -- England -- 17th century.
80921941,Theology -- Bibliography -- Early works to 1800.
80921941,Christianity -- Bibliography -- Early works to 1800.
80921941,Religion -- Bibliography -- Early works to 1800.
80921941,Theological libraries -- Early works to 1800.
64550989,England and Wales. -- Parliament.
64550989,Church and state -- England -- Early works to 1800.
61296881,"Dick
69648538,"Land Bank (London
64550992,"William -- III
64550993,Booksellers and bookselling -- England -- Early works to 1800.
64550993,Broadsides -- England -- 17th century.
64550995,"Printing -- Societies
64550998,Booksellers and bookselling -- England -- Early works to 1800.
64550998,Broadsides -- England -- 17th century.
80921996,Judgment of God -- Early works to 1800.
80921996,Sin -- Early works to 1800.
64551000,"Bible. -- O.T. -- Numbers
61296887,"Ballads
69648545,"Bible -- Examinations
69648546,Temperance -- England -- Early works to 1800.
69648546,Drunkenness (Canon law) -- Early works to 1800.
69648546,Alcoholism -- Religious aspects -- Christianity -- Early works to 1800.
64551004,"Buckworth
69648547,"Bull
124064113,Society of Friends -- Doctrines -- Early works to 1800.
124064113,Society of Friends -- Apologetic works -- Early works to 1800.
64551010,"Bushell
64551012,"Bushell
80922017,Tactics -- Early works to 1800.
80922017,War -- Early works to 1800.
80922031,"Bible. -- O.T. -- Criticism
69648551,"Charles -- II
64551016,"Trinity House (London
64551017,Forests and forestry -- England -- Early works to 1800.
64551017,Broadsides -- England -- 17th century.
64551018,"England and Wales. -- Act for raising money by a poll payable quarterly for one year
64551021,"Hymns
62369056,"Taylor
62369059,England and Wales. -- Parliament.
62369059,Speeches
61296889,"Caine
80922050,"Leisler
62369062,Anti-Catholicism -- Great Britain -- Early works to 1800.
62369062,Catholic Church -- England -- Controversial literature -- Early works to 1800.
62369062,Great Britain -- Politics and government -- 1689-1702.
124064116,"Carleton
62369064,"Charles -- I
62369065,"Courten
64551026,"Gaudy
64551027,"Albemarle
61296891,"Suffolk
62369067,"Million
61296893,"Bamfield
61296895,"James
64551030,"St. Leger
64551032,"Starkey
64551033,"Wyndham
64551034,"Rutland
61296896,"Tucker
64551035,"Charles -- II
64551036,"Wood
61296898,"Boteler
64551037,"Killigrew
80922062,Quakers -- Early works to 1800.
80922062,Oaths -- England -- Early works to 1800
80922062,Broadsides -- England -- 17th century.
64551038,"Smith
62369068,"Hayes
64551041,"Starkey
61296901,Fishery law and legislation -- England -- Kent -- Early works to 1800.
61296901,Oyster fisheries -- England -- Early works to 1800.
61296901,Broadsides -- England -- 17th century. 2 rbgenr
69648552,"Act for preventing frauds
61296902,Ireland -- History -- 17th century -- Sources.
61296902,Ireland -- Politics and government -- 17th century -- Sources.
61296902,Property tax -- law and legislation -- Ireland -- Sources.
64551044,"Bruxby
64551045,Iron industry and trade -- England -- Taxation -- Early works to 1800.
64551045,Broadsides -- England -- 17th century.
61296903,Schools -- England -- Birmingham -- Early works to 1800.
61296903,Birmingham (England) -- History -- 17th century -- Sources.
61296903,Broadsides -- England -- 17th century.
61296905,"Bromley
61296907,"Sayer
61296908,"Davison
62369070,"Eyre
61296909,"Rowney
64551048,"Kennedy
61296911,"Albemarle
62369072,Catholic Church -- Controversial literature -- Early works to 1800.
62369072,Anti-Catholicism -- England -- Early works to 1800.
62369072,Popish plot
80922073,Sailors -- Religious life -- Early works to 1800.
80922073,Sailors -- Conduct of life -- Early works to 1800.
80922087,Brewing industry -- Law and legislation -- Great Britain -- Early works to 1800.
80922087,Malt industry -- Great Britain -- Early works to 1800.
80922087,Hops industry -- Great Britain -- Early works to 1800.
80922087,Broadsides -- England -- 17th century.
64551050,Taxation -- England -- Early works to 1800.
64551050,Tax collection -- England -- Early works to 1800.
64551050,Broadsides -- England -- 17th century.
64551051,"Great Britain -- History -- John
64551052,"Duval
64551053,Ireland -- Church history -- Early works to 1800.
64551053,Ireland -- History -- 17th century.
64551054,Church of England -- Bishops -- Early works to 1800.
64551054,Church of England -- Clergy -- Training of -- Early works to 1800.
64551054,Broadsides -- England -- 17th century.
64551056,Women -- Conduct of life -- Poetry -- Early works to 1800.
64551058,Women -- Conduct of life -- Poetry -- Early works to 1800.
64551059,Tory Party (Great Britain) -- Early works to 1800.
64551059,Great Britain -- History -- Charles II
62369089,"Peters
64551060,"Orford
64551061,"St. Thomas's Hospital (London
64551069,"Charles -- I
64551070,"Great Britain -- History -- Charles I
62369096,"Great Britain -- History -- Civil War
80922131,Great Britain -- Foreign relations -- Spain -- Sources -- Early works to 1800.
80922131,Spain -- Foreign relations -- Great Britain -- Sources -- Early works to 1800.
61296919,"Lambert
80922142,Scotland -- Politics and government -- 1660-1688 -- Early works to 1800.
61296927,"Great Britain -- History -- Charles II
61296928,Scotland. -- Parliament -- Early works to 1800.
61296928,Scotland -- Politics and government -- 1660-1688 -- Sources.
61296928,Broadsides -- Scotland -- 17th century.
64551084,"Ballads
62369106,Bahamas -- Politics and government -- Early works to 1800.
62369106,Bahamas -- History -- Early works to 1800.
62369106,Great Britain -- Colonies -- North America -- Administration -- Early works to 1800.
80922173,Church of England -- Catechisms -- Early works to 1800.
80922173,Lord's Supper -- Early works to 1800.
64551086,"William -- III
61296929,"James -- II
64551087,"Great Britain -- History -- Civil War
64551090,Bible -- Indexes -- Early works to 1800.
64551090,Broadsides -- England -- 17th century.
62369114,Church of England -- Pastoral letters and charges -- Early works to 1800.
62369114,Visitations
61296935,Church of Scotland -- Liturgy -- Early works to 1800.
61296935,Fasts and feasts -- Church of Scotland -- Early works to 1800.
64551097,Church of Scotland -- History -- Early works to 1800.
64551097,Church of Scotland. -- General Assembly. -- Commission.
64551097,Church and state -- Scotland -- Early works to 1800.
64551097,Church and state -- England -- Early works to 1800.
64551098,"Chute
64551102,London (England) -- History -- 17th century.
64551102,London (England) -- Charters
62369120,City of London (England). -- Court of Common Council.
62369120,London (England) -- History -- 17th century.
80922240,Sieges -- Ireland -- Limerick -- Early works to 1800.
80922240,Limerick (Limerick
62369121,Ireland -- History -- 17th century
62369121,Limerick (Limerick
64551111,"Coffee -- Anecdotes
61296941,Eschatology -- Early works to 1800.
61296943,"Catalogs
69648569,Second Advent -- Early works to 1800.
69648569,Judgment Day -- Early works to 1800.
64551120,Baptists -- England -- Early works to 1800.
64551120,Theology
64550737,"Simpson
124064130,Providence and government of God -- Sermons -- Early works to 1800.
124064130,Theology
64551125,Composition (Music) -- Early works to 1800.
64551125,Broadsides -- England -- 17th century.
64551126,"Ballads
61296947,"St. Paul's Cathedral (London
124064132,Christian union -- Early works to 1800.
80922329,"Newell
80922349,"Seabrook
64551127,"Cross
64551130,Church of England -- Controversial literature -- Early works to 1800.
64551130,Dissenters
62369123,"Ireland
80922364,Great Britain -- History -- 1689-1714 -- Early works to 1800.
80922364,Ireland -- History -- War of 1689-1691 -- Early works to 1800.
80922364,Broadsides -- England -- 17th century.
62369124,"William -- III
64551131,"William -- III
64551132,Great Britain. -- Parliament -- Elections -- Early works to 1800.
64551132,Great Britain -- History -- William and Mary
124064135,Quakers -- Apologetic works -- Early works to 1800.
61296948,"Lilburne
80922380,"Buck
64551134,England and Wales. -- Army -- History -- Early works to 1800.
64551134,Great Britain $x History -- Commonwealth and Protectorate
62369130,"Clark
62369131,Great Britain -- Politics and government -- 1649-1660.
62369131,Great Britain -- History -- Commonwealth and Protectorate
80922397,"Great Britain -- History -- William and Mary
80922415,Courtesy -- Early works to 1800.
80922415,Fortune telling -- Early works to 1800.
80922415,Cookery -- Early works to 1800.
124064140,"Bible. -- O.T. -- Proverbs III
69648573,England and Wales. -- Army -- Organization -- Early works to 1800.
69648573,England and Wales. -- Army -- Military policy -- Early works to 1800.
69648573,Great Britain -- Militia -- Early works to 1800.
69648573,Broadside -- England -- 17th century.
69648574,Wool industry -- Ireland -- Sources.
69648574,Ireland -- Commerce -- England -- Early works to 1800.
69648574,England -- Commerce -- Ireland -- Early works to 1800.
80922425,"Charles -- X Gustav
69648576,"Bible. -- N. T. -- Romans 8
64551136,"Ballads
124064145,"Whitehead
69648577,"Bible. -- N. T. -- Philemon 1
62369133,"Ballads
124064147,Ireland -- History -- 1649-1660 -- Early works to 1800.
124064147,Broadsides -- England -- 17th century.
61296951,Treason -- Great Britain -- Early works to 1800.
61296951,Great Britain -- History -- Commonwealth and Protectorate
64551138,"Henrietta Maria
80922450,Fables -- Early works to 1800.
80922450,Conduct of life -- Early works to 1800.
64551139,"Cook
64551142,Adultery -- England -- Early works to 1800.
64551142,Broadsides -- England -- 17th century.
64551144,"Culpeper
69648583,Cupid (Roman deity) -- Early works to 1800.
69648583,Love poetry
64551146,Epigrams -- England -- Early works to 1800.
62369138,New Castle -- History -- Sources -- Early works to 1800.
62369138,Tinmouth-Barre -- History -- Sources -- Early works to 1800.
62369138,Great Britain -- History
64551101,Bartholomew Fair -- Poetry -- Early works to 1800.
64551101,Bartholomew Fair -- History -- Early works to 1800.
64551101,English poetry -- Early modern
64551152,"Danforth
80922484,"Bible. -- O.T. -- Samuel
64551155,"Jenkins
64551156,City of London (England). -- Committee for the Militia.
64551156,Great Britain -- History -- Civil War
62369140,"Great Britain -- History
62369144,"Charles -- I
62369145,"Charles -- I
64551159,"Winchcombe
62369158,"Bowles
64551163,Great Britain -- Foreign relations -- France -- Early works to 1800.
64551163,France -- Foreign relations -- Great Britain -- Early works to 1800.
64551163,Great Britain -- History -- William and Mary
64551164,Beds -- England -- Early works to 1800.
64551164,Broadsides -- England -- 17th century.
64551167,England and Wales. -- Army -- History -- Early works to 1800.
64551167,Great Britain -- History -- William and Mary
64551168,"Villeroi
61296958,Turks -- Social life and customs -- 17th century.
61296958,Turkey -- History -- Ottoman Empire
124064153,Catholic Church -- Controversial literature -- Early works to 1800.
64551169,"Day
64551172,England and Wales. -- Sovereign (1685-1688 : James II) -- Early works to 1800.
64551172,Great Britain -- History -- James II
80922528,"Muggleton
64551176,"Dillon
61296959,Consolation -- Early works to 1800.
61296959,Christian life -- Early works to 1800.
64551177,Sunday -- England -- Early works to 1800.
64551177,Sabbath -- Early works to 1800.
64551177,Broadsides -- England -- 17th century.
64551185,Alcohol -- Law and legislation -- England -- Early works to 1800.
64551185,Alcohol -- Taxation -- England -- Early works to 1800.
64551185,Broadsides -- England -- 17th century.
80922569,"Benoist
80922580,Wives -- Early works to 1800.
80922580,Marriage -- Early works to 1800.
61296964,Christian life -- England -- Early works to 1800.
61296964,Family life -- England -- Early works to 1800.
64551190,"Ballads
64551193,"Randal
64551196,"Bath
69648636,"Pembroke
124064166,"Pembroke
62369178,East India Company.
62369178,Great Britain -- Commerce -- India -- Early works to 1800.
62369178,India -- Commerce -- Great Britain -- Early works to 1800.
62369178,Broadsides -- England -- 17th century.
124064168,Quakers -- Early works to 1800.
124064168,Church attendance -- Early works to 1800.
124064168,Broadsides -- England -- 17th century.
61296973,Anabaptists -- England -- Controversial literature.
64551199,"Benedict
64551202,"Gibbon
64551203,"Schomberg
69648637,"Political poetry
124064171,Society of Friends -- Missions -- Early works to 1800.
124064171,Quakers -- Apologetic works -- Early works to 1800.
124064172,"Bugg
124064174,"Bugg
124064175,Church of England. -- Book of common prayer -- Early works to 1800.
124064175,Quakers -- Apologetic works -- Early works to 1800.
124064175,Prayer -- Early works to 1800.
64551205,"Ballads
62369182,Ballast (Ships).
62369182,Mooring of ships -- England -- Early works to 1800.
62369182,Tyne
62369185,"Holles
64551211,"James
64551213,"Clayton
62369187,Annuities -- Law and legislation -- England -- Early works to 1800.
62369187,Annuities -- Taxation -- Law and legislation -- England -- Early works to 1800.
62369187,Great Britain -- Politics and government -- 1660-1714.
62369194,Presbyterianism -- Early works to 1800.
62369194,Great Britain -- Church history -- 17th century -- Early works to 1800.
62369194,Great Britain -- History -- Commonwealth and Protectorate
62369198,"Godolphin
61296979,Alcoholic beverages -- Taxation -- Law and legislation -- England.
61296979,Excise tax -- Law and legislation -- England.
61296979,Beer -- Early works to 1800.
61296979,Ale -- Early works to 1800.
61296979,Great Britain -- Politics and government -- 1689-1702.
61296981,Pardon -- England -- Sources.
61296981,Idemnity -- England -- Early works to 1800.
61296981,Great Britain -- Politics and government -- 1649-1660.
61296981,Great Britain -- History -- Commonwealth and Protectorate
61296985,Land tenure -- Law and legislation -- Ireland -- Sources.
61296985,Ireland -- Politics and government -- 17th century.
61296987,England and Wales. -- Parliament -- Calendars.
61296987,Great Britain -- Politics and government -- 1649-1660.
61296987,Great Britain -- History -- Commonwealth and Protectorate
61296988,Land tenture -- History -- Ireland -- Early works to 1800.
61296988,Ireland -- History -- 1649-1660 -- Sources.
61296988,Great Britain -- History -- Commonwealth and Protectorate
62369208,Debt relief -- Great Britain -- Law and legislation -- Early works to 1800.
62369208,Debt
62369210,Fishery law and legislation -- England -- Early works to 1800.
62369210,Great Britain -- History -- Commonwealth and Protectorate
61296992,Pardon -- England -- Early works to 1800.
61296992,Indemnity -- England -- Early works to 1800.
61296992,Great Britain -- Politics and government -- 1642-1660 -- Sources.
62369214,Fasts and feasts -- England -- Early works to 1800.
62369214,Great Britain -- Politics and government -- 1625-1649 -- Sources.
62369214,Great Britain -- History -- Charles I
64551224,City of London (England) -- Appropriations and expenditures -- Early works to 1800.
64551224,England and Wales. -- Army -- Appropriations and expenditures -- Early works to 1800.
64551224,Great Britain -- History -- Civil War
64551227,City of London (England) -- Appropriations and expenditures -- Early works to 1800.
64551227,Great Britain -- Army -- Appropriations and expenditures -- Early works to 1800.
64551227,Great Britain -- History -- Civil war
80922667,"Great Britain -- History -- Civil War
61297008,Homage (Feudal law) -- Early works to 1800.
61297008,Fines (Penalties) -- England -- Early works to 1800.
61297008,Great Britain -- History -- Commonwealth and Protectorate
61297009,"Charles -- I
61297010,Great Britain -- Politics and government -- 1642-1649 -- Sources.
61297010,Great Britain -- History -- Civil War
61297011,"Warwick
62369268,"Charles -- II
69648656,"Charles -- I
62369271,"Ballads
64551263,"Englefield
64551265,Epitaphs -- England -- Early works to 1800.
64551265,English poetry -- Early works to 1800.
61297018,"Essex
62369273,Presbyterians -- England -- Early works to 1800.
62369273,Ordination -- Church of England -- Early works to 1800.
62369273,Great Britain -- Politics and government -- 1649-1660 -- Sources.
64551267,Naval battles -- Early works to 1800.
64551267,Great Britain -- History
64551269,"Great Britain -- History
62369274,"Mosley
80922680,Coal trade -- England -- Early works to 1800.
80922680,Coal -- Prices -- England -- Early works to 1800.
61297020,"Eyre
61297021,Episcopacy -- Early works to 1800.
61297021,Great Britain -- Religion -- 17th century.
64551272,Christian life -- Early works to 1800.
64551272,Great Britain -- Politics and government -- 1660-1688.
124064177,Salvation -- Early works to 1800.
124064177,Conversion -- Christianity -- Early works to 1800.
124064177,Christian life -- Early works to 1800.
80922708,Congregational churches -- Catechisms -- English -- Early works to 1800.
80922708,Catechisms
80922717,Sunday -- Early works to 1800.
80922717,Offenses against religion -- New England -- Early works to 1800.
69648658,Ireland -- History -- 1649-1660 -- Sources.
69648658,Broadsides -- England -- 17th century.
64551276,"Viner
61297025,Aphorisms and apothegms.
64551279,Prostitution -- England -- London -- Early works to 1800.
64551279,Illegitimate children -- England -- London -- Early works to 1800.
64551279,London (England) -- Moral conditions -- Early works to 1800.
64551279,Broadsides -- England -- 17th century.
124064180,Quakers -- Pastoral letters and charges -- Early works to 1800.
124064180,Broadsides -- England -- 17th century.
80922725,Society of Friends -- Doctrines -- Early works to 1800.
80922725,Society of Friends -- North America -- Early works to 1800.
80922725,Quakers -- North America -- Early works to 1800.
80922725,Broadsides -- England -- 17th century.
124064187,Protestants -- England -- Early works to 1800.
124064187,Protestants -- France -- Early works to 1800.
124064187,Great Britain -- Church history -- 17th century.
124064188,"Fowles
64551280,"Feild
64551281,Elephants -- England -- Early works to 1800.
64551281,Broadsides -- England -- 17th century.
64551282,"Oates
69648667,"Winthrop
64551284,"Norfolk
69648669,Great Britain -- Church history -- 17th century.
69648669,Great Britain -- History -- Commonwealth and Protectorate
64551285,Great Britain -- History -- Early works to 1800.
64551285,Great Britain -- Kings and rulers -- Early works to 1800.
64551286,"Ballads
64551289,"Stationers' Company (London
64551290,"William -- III
64551291,"Ballads
64551292,"Herrewyn
64551295,"Ballads
69648675,"Catechisms
64551303,"William -- III
62369300,"Harris
61297036,"Bible. -- N.T. -- Revelation VI-XVIII -- Criticism
62369309,"Wey
80922802,Society of Friends -- Customs and practices -- Early works to 1800.
62369326,"Mary
69648700,Money -- Ireland -- Early works to 1800.
69648700,Coinage -- Ireland -- Early works to 1800.
69648700,Broadsides -- Ireland -- 17th century.
69648701,Ireland -- History -- 1649-1660.
69648701,Ireland -- Politics and government -- 17th century.
69648701,Great Britain -- History -- Commonwealth and Protectorate
80922920,"Santhy
61297040,Church and state -- Ireland -- Early works to 1800.
61297040,Ireland -- History -- 1625-1649 -- Early works to 1800.
61297040,Ireland -- Politics and government -- 17th century.
61297040,Broadsides -- England -- 17th century.
62369327,"Dudley
80922936,Church of England -- Liturgy -- Early works to 1800.
80922936,Dissenters
80922950,Firearms -- Law and legislation -- Early works to 1800.
80922950,Ireland -- Politics and government -- 17th century -- Early works to 1800.
80922950,Ireland -- History -- 1649-1775 -- Early works to 1800.
61297046,Catholic Church -- Ireland -- History -- 17th century.
61297046,Ireland -- History -- 1625-1649.
61297046,Ireland -- Politics and government -- 17th century.
61297046,Broadsides -- Engalnd -- 17th century.
80922955,England and Wales. -- Army -- Leaves and furloughs -- Early works to 1800.
80922955,Ireland -- Politics and government -- 17th century -- Early works to 1800.
80922955,Ireland -- History -- 1649-1775 -- Early works to 1800.
62369331,Taxation -- Ireland -- Early works to 1800.
62369331,Ireland -- History -- 1649-1775 -- Sources.
62369331,Ireland -- Politics and government -- 17th century.
62369333,Ireland. -- Lords Justices and Council.
62369333,Clergy -- Legal status
62369339,Latin language -- Grammar -- Early works to 1800.
62369339,Latin language -- Study and teaching -- Early works to 1800.
62369341,England and Wales. -- Parliament.
62369341,Currency question -- England -- Early works to 1800.
62369341,Money -- England -- Early works to 1800.
62369352,England and Wales. -- Sovereign (1685-1688 : James II)
62369352,Great Britain. -- Royal Navy -- Regulations -- Early works to 1800.
62369352,Great Britain -- History
62369360,Holy Spirit -- Sermons -- Early works to 1800.
62369360,Sermons
64551338,"Jordan
64551341,"Ballads
62369385,Romance poetry -- England -- Early works to 1800.
62369385,Conduct of life -- Youth -- Early works to 1800.
124064212,"Baro
64551348,Jesus Christ -- Biography -- Early works to 1800.
64551348,Broadsides -- England -- 17th century.
62369428,Church of England -- Controversial literature -- Early works to 1800.
62369428,Dissenters
80923015,Great Britain -- Politics and government -- 18th century -- Early works to 1800.
64551363,England and Wales. -- Royal Navy -- Lists of vessels -- Early works to 1800.
64551363,Warships -- England -- Registers -- Early works to 1800.
64551363,Broadsides -- England -- 17th century.
64551364,East India Company -- Registers -- Early works to 1800.
64551364,Broadsides -- England -- 17th century.
69648720,Plantations -- Virginia -- Early works to 1800.
69648720,Virginia -- History -- Colonial period
61297074,"Fairfax
64551370,Poor laws -- England -- London -- Early works to 1800.
64551370,Poor -- England -- London -- Early works to 1800.
64551370,London (England) -- History -- 17th century -- Early works to 1800.
64551370,Broadsides -- England -- 17th century.
61297075,London (England) -- History -- 17th century.
61297075,Roads -- England -- Maintenance and repair -- Early works to 1800.
61297075,Road construction -- Early works to 1800.
61297075,Great Britain -- History -- Commonwealth and Protectorate
61297076,London (England) -- History -- 17th century.
61297076,Sunday legislation -- England -- London -- Early works to 1800.
61297076,Holidays -- Law and legislation -- England -- Early works to 1800.
61297076,Great Britain -- History -- Commonwealth and Protectorate
61297078,London (England) -- History -- 17th century.
61297078,Roads -- England -- Maintenance and repair -- Early works to 1800.
61297078,Road construction -- Early works to 1800.
61297078,Great Britain -- History -- Commonwealth and Protectorate
61297080,London (England) -- History -- 17th century.
61297080,Fairs -- Law and legislation -- England -- Early works to 1800.
61297080,Great Britain -- Politics and government -- 1660-1688.
61297080,Broadsides -- England -- 17th century.
61297081,Roads -- England -- Maintenance and repair -- Early works to 1800.
61297081,Sewerage -- Maintenance and repair -- Early works to 1800.
61297081,Broadsides -- England -- 17th century.
64551371,Fireworks -- England -- London -- Early works to 1800.
64551371,London (England) -- History -- 17th century -- Early works to 1800.
64551371,Broadsides -- England -- 17th century.
69648724,"Louis -- XIV
64551372,France -- Foreign relations -- Spain -- Early works to 1800.
64551372,Spain -- Foregin relations -- France -- Early works to 1800.
64551374,"William -- III
62369472,Protestants -- Ireland -- Early works to 1800.
69648731,"Phips
80923075,Money -- Massachusetts -- Early works to 1800.
80923075,Legal tender -- Massachusetts -- Early works to 1800.
80923075,Massachusetts -- History -- Colonial period
69648750,"Mary -- II
69648754,Loyalty oaths -- England -- Early works to 1800.
69648754,Massachusetts -- History -- Colonial period
69648756,Fasts and feasts -- Massachusetts -- Early works to 1800.
69648756,Massachusetts -- History -- Colonial period
69648757,"Phips
69648758,Great Britain -- History -- Revolution of 1688 -- Sources.
69648758,United States -- History -- King William's War
69648759,Vice control -- Massachusetts -- Early works to 1800.
69648759,Desertion
69648760,Crimes without victims -- Massachusetts -- Early works to 1800.
69648760,Vice -- Massachusetts -- Early works to 1800.
69648760,Drunkenness (Criminal law) -- Massachusetts -- Early works to 1800.
69648760,Blasphemy -- Massachusetts -- Early works to 1800.
69648760,Immorality -- Massachusetts -- Early works to 1800.
69648760,Massachusetts -- History -- Colonial period
69648762,"Publick occurrences (Boston
