Identities,,,,,,,,,,,,
TCP,EEBO,VID,STC,Status,Author,Date Assigned,Title,Terms,Pages,,,
A11742,99841408,5989,STC 22036.5; ESTC S105682,Free,"Warriston, Archibald Johnston, Lord, 1611-1663.",1638,Reasons against the rendering of our sworne and subscribed confession of faith,"Church of Scotland -- History, (17th century) -- Early works to 1800.; Covenants (Church polity) -- Early works to 1800.; Scotland -- Church history -- 17th century -- Early works to 1800.",6,,,
A11745,99843269,7986,STC 22038; ESTC S107570,Free,"Gillespie, George, 1613-1648, attributed name.",1638,"Reasons for which the service booke, urged upon Scotland ought to bee refused",Episcopal Church in Scotland. -- Book of common prayer -- Controversial literature -- Early works to 1800.; Scotland -- Church history -- 17th century -- Early works to 1800.,8,,,
A11746,99852140,17447,STC 22039; ESTC S116925,Free,"Warriston, Archibald Johnston, Lord, 1611-1663.",1638,"A short relation of the state of the Kirk of Scotland since the reformation of religion, to the present time for information, and advertisement to our brethren in the Kirk of England, by an hearty well-wisher to both kingdomes.","Church of Scotland -- History, (16th century) -- Early works to 1800.; Church of Scotland -- History, (17th century) -- Early works to 1800.",22,,,
A11748,99848679,13790,STC 22041; ESTC S113445,Free,"Church of Scotland. Presbytery of England.; Knox, John, ca. 1514-1572.; Craig, John, 1512?-1600.",1566,"The ordour and doctrine of the generall faste appointed be the generall assemblie of the kirkes of Scotland, halden at Edinburgh the 25. day of December. 1565 ...",,114,,,
A11752,99852144,17451,STC 22047; ESTC S116929,Free,"Church of Scotland. General Assembly.; Warriston, Archibald Johnston, Lord, 1611-1663.",1638,"The protestation of the Generall Assemblie of the Church of Scotland, and of the noblemen, barons, gentlemen, borrowes, ministers and commons; subscribers of the Covenant, lately renewed, made in the high Kirk, and at the Mercate Crosse of Glasgow, the 28, and 29. of November 1638; Protestation. 1638-11-29",Scotland. -- Sovereign (1625-1649 : Charles I). -- Proclamations. 1638-11-29 -- Controversial literature -- Early works to 1800.; Church and state -- Scotland -- Early works to 1800.; Scotland -- Church history -- 17th century -- Early works to 1800.,16,,,
A11759,99849980,15161,STC 22052; ESTC S114757,Free,Church of Scotland.,1800,"Assembly at Glasgow, December 6, 1638, Sess. 14",Church of England. -- Book of common prayer -- Controversial literature -- Early works to 1800.,1,,,
A11762,99852194,17504,STC 22055; ESTC S116979,Free,"Episcopal Church in Scotland.; Baron, Robert, 1593?-1639.",1636,"Canons and constitutions ecclesiasticall gathered and put in forme, for the governament of the Church of Scotland. Ratified and approved by his Majesties royall warrand, and ordained to be observed by the clergie, and all others whom they concerne. Published by authoritie.",Episcopal Church in Scotland -- Government -- Early works to 1800.,44,,,
A11764,99852195,17505,STC 22058; ESTC S116980,Free,"Episcopal Church in Scotland.; Spottiswood, John, 1565-1639.",1639,"The declinator and protestation of the archbishops and bishops, of the Church of Scotland, and others their adherents within that kingdome against the pretended generall Assembly holden at Glasgow Novemb. 21. 1638.","Church of Scotland -- History, (17th century) -- Early works to 1800.; Church of Scotland -- Controversial literature -- Episcopalian authors -- Early works to 1800.",36,,,
A11766,99852197,17507,STC 22060; ESTC S116982,Free,"Church of Scotland. General Assembly.; Warriston, Archibald Johnston, Lord, 1611-1663.",1639,"The declinatour and protestation of the some some-times [sic] pretended bishops, presented in face of the last Assembly. Refuted and found futile, but full of insolent reproaches, and bold assertions","Episcopal Church in Scotland. -- Declinator and protestation of the archbishops and bishops, of the Church of Scotland, and others their adherents within that kingdome -- Controversial literature -- Early works to 1800.; Church of Scotland -- History, (17th century) -- Early works to 1800.",100,,,
A11767,99837465,1787,STC 22061; ESTC S101657,Free,"Scott, Edmund.",1606,"An exact discourse of the subtilties, fashishions [sic], pollicies, religion, and ceremonies of the East Indians as well Chyneses as Iauans, there abyding and dweling. Together with the manner of trading with those people, as well by vs English, as by the Hollanders: as also what hath happened to the English nation at Bantan in the East Indies, since the 2. of February 1602. vntil the 6. of October 1605. Whereunto is added a briefe discription of Iaua Maior. Written by Edmund Scott, resident there, and in other places neere adioyng [sic], the space of three yeeres and a halfe.",Indonesia -- Description and travel -- To 1800.; Indonesia -- History -- 1478-1798 -- Early works to 1800.,104,,,
A11769,99836455,730,STC 22063; ESTC S100623,Free,"Scot, Michael, ca. 1175-ca. 1234, attributed name.; Anguilbertus, Theobaldus, attributed name.",1633,"The philosophers banquet Newly furnished and decked forth with much variety of many severall dishes, that in the former service were neglected. Where now not only meats and drinks of all natures and kinds are serued in, but the natures and kinds of all disputed of. As further, dilated by table-conference, alteration and changes of states, diminution of the stature of man, barrennesse of the earth, with the effects and causes thereof, phisically and philosophically. Newly corrected and inlarged, to almost as much more. By W.B. Esquire.; Mensa philosophica. English.",Gastronomy -- Early works to 1800.; Table-talk -- Early works to 1800.,400,,,
A11771,99847885,12948,STC 22065; ESTC S100964,Free,"Scott, Thomas, 1580?-1626.; Catholic Church. Collegium Cardinalium.",1624,"Aphorismes of state or Certaine secret articles for the re-edifying of the Romish Church agreed vpon, and approued in councell, by the Colledge of Cardinalls in Rome, shewed and deliuered vnto Pope Gregory the 15. a little before his death. Whereunto is annexed a censure vpon the chiefe points of that which the cardinalls had concluded. By Tho. Scott. Very needfull and profitable for all those, who are desirous to vnderstand the euent of the restitution of the Palatinate: and of the state of the Prince-Electors, of Saxon and Brandenburgh, in the behalfe of the clergie in Rome. Fit for the Brittish nation, especially to take notice of, that they may euidently see, the issue of all our treaties, ambassages, and promises, with other hopes depending: wherein we haue beene long held in suspence, and are still like to be, to our vnrecouerable losse. Faithfully translated according to the Latine, and Netherlandish Dutch, into English.; Nieuwe, ongehoorde, vreemde en secrete artijckelen, tot herbouwinge vande Roomsche Kercke-standt, by het Collegie der Cardinalen binnen Romen. English","Catholic Church. -- Collegium Cardinalium -- Early works to 1800.; Holy Roman Empire -- History -- Ferdinand II, 1619-1637 -- Early works to 1800.",32,,,
A11774,99852172,17481,STC 22069; ESTC S116957,Free,"Scott, Thomas, 1580?-1626.",1622,"The Belgicke pismire stinging the slothfull sleeper, and avvaking the diligent to fast, watch, pray; and worke out their owne temporall and eternall salvation with feare and trembling.","Great Britain -- Foreign relations -- Spain -- Early works to 1800.; Spain -- Foreign relations -- Great Britain -- Early works to 1800.; Great Britain -- History -- James I, 1603-1625 -- Early works to 1800.",114,,,
A11777,99837747,2087,STC 2207; ESTC S101944,Free,"Martin, Gregory, d. 1582.",1609-1610,"The holie Bible faithfully translated into English, out of the authentical Latin. Diligently conferred with the Hebrew, Greeke, and other editions in diuers languages. With arguments of the bookes, and chapters: annotations. tables: and other helpes ... By the English College of Doway; Bible. O.T. English. Douai.",,2280,,,
A11779,99852180,17489,STC 22071; ESTC S116965,Free,"Scott, Thomas, 1580?-1626.",1624,The Belgick souldier vvarre vvas a blessing.,Great Britain -- Foreign relations -- 1603-1626 -- Early works to 1800.; Europe -- History -- 1517-1648 -- Early works to 1800.,44,,,
A11782,99835928,162,STC 22073; ESTC S100076,Free,"Scott, Thomas, 1580?-1626.",1624,"Certaine reasons and arguments of policie, why the king of England should hereafter give over all further treatie, and enter into warre with the Spaniard",Great Britain -- Foreign relations -- Spain -- Early works to 1800.; Spain -- Foreign relations -- Great Britain -- Early works to 1800.,16,,,
A11783,99855253,20736,STC 22075; ESTC S120053,Free,"Scott, Thomas, 1580?-1626.",1623,Exod. 8.19. Digitus Dei,"Bible. -- N.T. -- Luke XIII, 1-5 -- Early works to 1800.; Christian life -- Early works to 1800.",52,,,
A11786,21501423,24671,STC 22077; ESTC S1713,Free,"Scott, Thomas, 1580?-1626.; Hexham, Henry, 1585?-1650?",1623,"An Experimentall discoverie of Spanish practises, or, The Counsell of a well-wishing souldier, for the good of his prince and state wherein is manifested from known experience, both the cruelty, and policy of the Spaniard, to effect his own ends : chiefly swelling with multiplicity of glorious titles, as one of the greatest monarchs of the earth, that being admired of all, his greatnesse might amaze all, and so by degrees seeking covertly to tyrannize over all, when as indeed and truth, the greatest part of his pretended greatnesse is but a windy crack of an ambitious minde.","Spain -- Foreign relations -- Great Britain.; Great Britain -- Foreign relations -- Spain.; Spain -- History -- Philip IV, 1621-1665.; Netherlands -- History -- Wars of Independence, 1556-1648.",58,,,
A11787,21503497,24672,STC 22078.5; ESTC S1714,Free,"Scott, Thomas, 1580?-1626.; Verheiden, W.; Strategia e organizzazione (Firm)",1624,"A Second part of Spanish practises, or, A Relation of more particular wicked plots, and cruell, in humane, perfidious, and vnnaturall practises of the Spaniards with, more excellent reasons of greater consequence, deliuered to the Kings Maiesty to dissolue the two treaties both of the match and the Pallatinate, and enter into warre with the Spaniards : whereunto is adioyned a worthy oration appropriated, vnto the most mighty and illustrious princes of Christendome, wherein the right and lawfulnesse of the Nederlandish warre against Phillip King of Spaine is approued and demonstrated.","Spain -- Foreign relations -- Great Britain.; Great Britain -- Foreign relations -- Spain.; Spain -- History -- Philip IV, 1621-1665.; Netherlands -- History -- Wars of Independence, 1556-1648.",46,,,
A11788,99849986,15167,STC 22078; ESTC S114763,Free,"Hexham, Henry, 1585?-1650?, attributed name.; Scott, Thomas, 1580?-1626, attributed name.",1624,A true souldiers councel; Experimentall discoverie of Spanish practises.,"Great Britain -- Foreign relations -- Spain -- Early works to 1800.; Spain -- Foreign relations -- Great Britain -- Early works to 1800.; Netherlands -- History -- Wars of Independence, 1556-1648 -- Early works to 1800.; Spain -- History -- Philip IV, 1621-1665 -- Early works to 1800.",55,,,
A11789,99852184,17493,STC 22079; ESTC S116969,Free,"Scott, Thomas, 1580?-1626.",1623,"The high-waies of God and the King Wherein all men ought to vvalke in holinesse here, to happinesse hereafter. Deliuered in tvvo sermons preached at Thetford in Norfolke, anno 1620. By Thomas Scot Batchelor in Diuinity.","Sermons, English -- 17th century.",90,,,
A11791,99852198,17508,STC 22080; ESTC S116983,Free,"Scott, Thomas, 1580?-1626.; Boccalini, Traiano, 1556-1613. Pietra del paragone politico.",1622,"Nevves from Pernassus The politicall touchstone, taken from Mount Pernassus: whereon the governments of the greatest monarchies of the world are touched.",Great Britain -- Foreign relations -- Spain -- Early works to 1800.; Spain -- Foreign relations -- Great Britain -- Early works to 1800.,96,,,
A11792,99852202,17512,STC 22081; ESTC S116987,Free,"Scott, Thomas, 1580?-1626.",1623,"The proiector Teaching a direct, sure, and ready vvay to restore the decayes of the Church and state both in honour and revenue. Deliuered in a sermon before the iudges in Norvvich, at summer assises there holden, anno 1620. By Thomas Scot Batchelor in Diuinity.","Sermons, English -- 17th century.",45,,,
A11795,99852201,17511,STC 22085; ESTC S116986,Free,"Scott, Thomas, 1580?-1626.",1626,"Sir VValter Ravvleighs ghost, or Englands forewarner Discouering a secret consultation, newly holden in the Court of Spaine. Together, with his tormenting of Count de Gondemar; and his strange affrightment, confession and publique recantation: laying open many treacheries intended for the subuersion of England.","Gondomar, Diego Sarmiento de Acuña, -- Conde de, 1567-1626.; Raleigh, Walter, -- Sir, 1552?-1618.; Great Britain -- Foreign relations -- Spain -- Early works to 1800.; Spain -- Foreign relations -- Great Britain -- Early works to 1800.",44,,,
A11797,99852181,17490,STC 22086; ESTC S116966,Free,"Scott, Thomas, 1580?-1626.; Baudartius, Willem, 1565-1640. Progrez des conquestes du roy d'Espagne.; Hotman, Jean, seigneur de Villers-Saint-Paul, 1552-1636, attributed name.; Joseph, père, 1577-1638, attributed name.",1624,The Spaniards perpetuall designes to an vniuersall monarchie. Translated according to the French; Dessein perpetuel des Espagnols a la monarchie universelle. English.,"Spain -- History -- Philip III, 1598-1621 -- Early works to 1800.; Palatinate (Germany) -- History -- Frederick V, 1610-1623 -- Early works to 1800.; France -- History -- Louis XIII, 1610-1643 -- Early works to 1800.",16,,,
A11798,99852205,17515,STC 22087; ESTC S116990,Free,"Scott, Thomas, 1580?-1626.; Wimbledon, Edward Cecil, Viscount, 1572-1638, attributed name.; Tourneur, Cyril, 1575?-1626, attributed name.",1621,"A speech made in the lovver house of Parliament, anno. 1621. By Sir Edward Cicill, Colonell","Palatinate (Germany) -- History -- Frederick V, 1610-1623 -- Early works to 1800.; Great Britain -- History -- James I, 1603-1625 -- Early works to 1800.",8,,,
A11800,99852175,17484,STC 22089; ESTC S116960,Free,"Scott, Thomas, 1580?-1626.",1624,"Symmachia: or, A true-loues knot Tyed, betvvixt Great Britaine and the Vnited Prouinces, by the wisedome of King Iames, and the States Generall; the kings of France, Denmarke, and Sweden, the Duke of Sauoy, with the states of Venice being witnesses and assistants. For the weale and peace of Christendome.","Great Britain -- History -- James I, 1603-1625 -- Early works to 1800.; Netherlands -- History -- Wars of Independence, 1556-1648 -- Early works to 1800.",37,,,
A11802,21503630,24673,STC 22097A; ESTC S1715,Free,"Scott, Thomas, 1580?-1626.",1623,Vox Dei,"Catholic Church -- Controversial literature.; Sermons, English -- 17th century.; Great Britain -- Foreign relations -- Spain -- Sermons.",100,,,
A11806,21503750,24674,STC 22100.2; ESTC S100489,Free,"Scott, Thomas.",1620,"Vox populi, or Newes from Spayne translated according to the Spanish coppie ; which may serve to forwarn both England and the Vnited Provinces how farre to trust to Spanish pretences.","Gondomar, Diego Sarmiento de Acuña, -- Conde de, 1567-1626.; Spain -- Foreign relations -- Great Britain.; Great Britain -- Foreign relations -- Spain.",28,,,
A11808,99852209,17519,STC 22104; ESTC S116994,Free,"Scott, Thomas, 1580?-1626.",1624,"The second part of Vox populi, or Gondomar appearing in the likenes of Matchiauell in a Spanish parliament wherein are discouered his treacherous & subtile practises to the ruine as well of England, as the Netherlandes faithfully transtated [sic] out of the Spanish coppie by a well-willer to England and Holland.; Vox populi. Part 2","Gondomar, Diego Sarmiento de Acuña, -- Conde de, 1567-1626.; Netherlands -- History -- Wars of Independence, 1556-1648 -- Early works to 1800.; Great Britain -- Foreign relations -- Spain -- Early works to 1800.; Spain -- Foreign relations -- Great Britain -- Early works to 1800.",68,,,
A11811,99838743,3131,STC 22108; ESTC S102984,Free,"Scott, Thomas, preacher at the Rolls Chapel.",1585,"A godlie sermon of repentaunce and amendment of life, togeather with the acompt which we must render at the day of iudgement Preached at the Rolles Church in London the second of Maye, and taken out of the fifth chapter of Saint Paule his Epistle to the Corinthians.","Sermons, English -- 16th century.",84,,,
A11815,23108303,26250,STC 22111; ESTC S971,Free,"Scribonius, Wilhelm Adolf, fl. 1576-1583.; Widdowes, Daniel.; Wydowes, I.",1621,"Naturall philosophy, or, A description of the world, namely, of angels, of man, of the heauens, of the ayre, of the earth, of the water and of the creatures in the whole world.; Rerum naturalium doctrina methodica. English",Natural history -- Pre-Linnean works.,68,,,
A11818,99842411,7061,STC 22117; ESTC S106698,Free,"Scudder, Henry, d. 1659?; Davenport, John, 1597-1670.",1631,"The Christians daily walke in holy securitie and peace Being an answer to these questions, 1. How a man may doe each present dayes worke, with Christian chearefulnesse? 2. How to beare each present dayes crosse with Christian patience? Containing familiar directions; shewing 1. How to walke with God in the whole course of a mans life. 2. How to be upright in the said walking. 3. How to liue without taking care or thought any thing. 4. How to get and keepe true peace with God; wherein are manifold helpes to prevent and remove damnable presumption: also to quiet and to ease distressed consciences. First intended for private use; now (through importunity) published for the common good. By Henry Scudder, preacher of the word.",Christian life -- Early works to 1800.,844,,,
A11826,25609685,27928,STC 22126.3; ESTC S2874,Free,"Scupoli, Lorenzo, 1530-1610.; Gerard, John, 1564-1637.",1598,The spiritual conflict writen in Italian by a deuout seruant of God ; and lately translated into English out of the same language.; Combattimento spirituale. English,Perfection -- Religious aspects -- Catholic Church.; Christian life -- Catholic authors.,204,,,
A11835,99846158,11106,STC 22135; ESTC S110652,Free,"F. S. (Francis Segar), fl. 1549-1563.",1557,"The schoole of vertue and booke of good nourture for chyldren, and youth to learne theyer dutie by. Newely persued, corrected, and augmented by the fyrst auctour. F.S with a briefe declaration of the dutie of eche degree. Anno. 1557.","Etiquette, Medieval -- Early works to 1800.; England -- Social life and customs -- Early works to 1800.",57,,,
A11841,99857006,22665,STC 22139; ESTC S121844,Free,"Seall, Robert.",1563,"A co[m]mendation of the adue[n]terus viage of the wurthy Captain. M. Thomas Stutely Esquyer and others, towards the land called Terra florida","Stucley, Thomas, 1525?-1578 -- Poetry -- Early works to 1800.; Florida -- Discovery and exploration -- England -- Poetry -- Early works to 1800.",1,,,
A11842,99841867,6482,STC 22140; ESTC S106143,Free,"Raleigh, Walter, Sir, 1552?-1618.",1592,"The sea-mans triumph Declaring the honorable actions of such gentlemen captaines and sailers, as were at the takinge of the great carrick, lately brought to Dartmouth, with her burthen and commodities, with the maner of their fight, and names of men of accompt. VVith the burning of an other carrick at the Iland of Flowers, of the burthen of 900. tunnes and vpward, written for trueth to a gentleman of great worship in London.","Great Britain -- History, Naval -- Tudors, 1485-1603 -- Early works to 1800.",23,,,
A11848,21428039,23975,STC 22150; ESTC S1133,Free,"Sedgwick, John, 1600 or 1601-1643.",1624,"Fury fiered, or, Crueltie scourged preached at S. Buttolphs without Bishops-gate, Nouem. 18. 1623 / by Iohn Sedguuick ...","Sermons, English -- 17th century.",1,,,
A11861,99849991,15172,STC 22162; ESTC S114768,Free,"Segar, William, Sir, d. 1633.",1587,The blazon of papistes,Catholics -- Controversial literature -- Early works to 1800.,28,,,
A11862,99852207,17517,STC 22163; ESTC S116992,Free,"Jones, Richard, fl. 1564-1602.; Segar, William, Sir, d. 1633, attributed name.; Saviolo, Vincentio.",1590,The booke of honor and armes,"Titles of honor and nobility -- Early works to 1800.; Knights and knighthood -- Early works to 1800.; Sports tournaments -- Early works to 1800.; Tournaments, Medieval -- Early works to 1800.; Precedence -- Early works to 1800.",191,,,
A11863,99852106,17413,STC 22164; ESTC S116891,Free,"Segar, William, Sir, d. 1633.; Rogers, William, b. ca. 1545, engraver.",1602,"Honor military, and ciuill contained in foure bookes. Viz. 1. Iustice, and iurisdiction military. 2. Knighthood in generall, and particular. 3. Combats for life, and triumph. 4. Precedencie of great estates, and others.","Titles of honor and nobility -- Early works to 1800.; Knights and knighthood -- Early works to 1800.; Sports tournaments -- Early works to 1800.; Tournaments, Medieval -- Early works to 1800.; Precedence -- Early works to 1800.",258,,,
A11864,24434513,21346,STC 22165; ESTC S120646,Free,"Selden, John, 1584-1654.; Cotton, Robert, Sir, 1571-1631.",1640,"A briefe discourse, concerning the power of the Peeres and Comons of Parliament, in point of judicature written by a learned antiquerie, at the request of a peere, of this realme.",England and Wales. -- Parliament.; Great Britain -- Politics and government -- 1625-1649.,12,,,
A11870,99852320,17636,STC 22171; ESTC S117105,Free,"Selden, John, 1584-1654.",1610,"The duello or single combat from antiquitie deriued into this kingdome of England, with seuerall kindes, and ceremonious formes thereof from good authority described.",Dueling -- Early works to 1800.,62,,,
A11878,99852300,17616,STC 22177; ESTC S117085,Free,"Selden, John, 1584-1654.",1614,Titles of honor by Iohn Selden,Titles of honor and nobility -- Early works to 1800.,474,,,
A11887,33143088,28219,STC 22192A.5; ESTC S3160,Free,"Sempill, Robert, 1530?-1595.",1570,"The deploratioun of the cruel murther of James Erle of Murray, vmquhile regent of Scotland togidder with ane admonitioun to the Hammiltounis committaris thairof, aud [sic] to all thair fortifearis, mante naris [sic], or assistance, with ane exhortatioun to the lordis and nobilitie, keiparis and defendaris of our kingis grace maiestie.","Moray, James Stewart, -- Earl of, ca. 1531-1570.; Scotland -- History -- James VI, 1567-1625.; Broadsides -- Edinburgh (Scotland) -- 16th century.",1,,,
A11888,33143111,28235,STC 22194.5; ESTC S3176,Free,"Sempill, Robert, 1530?-1595.",1571,The exhortatioun of the lordis,"Scotland -- History -- James VI, 1567-1625.; Broadsides -- Scotland -- 16th century.",1,,,
A11890,99851162,16422,STC 222; ESTC S115945,Free,"Ainsworth, Henry, 1571-1622?",1624,An arrovv against idolatrie Taken out of the quiver of the Lord of hosts. By H.A.,Idols and images -- Worship -- Early works to 1800.,128,,,
A11892,33143201,28289,STC 22200.5; ESTC S3230,Free,"Sempill, Robert, 1530?-1595.",1572,The lamentatiõ of the cõmounis of Scotland,"Scotland -- History -- James VI, 1567-1625.; Broadsides -- Edinburgh (Scotland) -- 16th century.",1,,,
A11893,99838968,3361,STC 22200; ESTC S103211,Free,"Sempill, Robert, 1530?-1595.",1567,The Kingis complaint,"James -- I, -- King of England 1566-1625 -- Poetry -- Early works to 1800.; Moray, James Stewart, -- Earl of, ca. 1531-1570 -- Poetry -- Early works to 1800.; Ballads, Scots -- 16th century.",1,,,
A11894,33143299,28366,STC 22204.5; ESTC S3307,Free,"Sempill, Robert, 1530?-1595.",1572,Ane premonitioun to the barnis of Leith,"Ballads, Scots -- 16th century.; Scotland -- History -- James VI, 1567-1625.; Broadsides -- Edinburgh (Scotland) -- 16th century.",1,,,
A11897,99857011,22670,STC 22210; ESTC S121849,Free,"Sempill, Robert, 1530?-1595.",1570,"The tragical end and death of the Lord Iames Regent of Scotland, lately set forth in Scottish, and printed at Edinburgh. 1570. And now partly turned in to English; Regentis tragedie","Moray, James Stewart, -- Earl of, ca. 1531-1570 -- Poetry -- Early works to 1800.",1,,,
A11899,99852278,17594,STC 22213; ESTC S117063,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Lodge, Thomas, 1558?-1625.; Hole, William, d. 1624, engraver.; Lipsius, Justus, 1547-1606.",1614,"The workes of Lucius Annæus Seneca, both morrall and naturall Containing, 1. His bookes of benefites. 2. His epistles. 3. His booke of prouidence. 4. Three bookes of anger. 5. Two bookes of clemencie. 6. His booke of a blessed life. 7. His booke of the tranquilitie of the minde. 8. His booke of the constancie of a wiseman. 9. His booke of the shortnesse of life. 10. Two bookes of consolation to Martia. 11. Three bookes of consolation to Heluia. 12. His booke of consolation to Polibius. 13. His seuen bookes of naturall questions. Translated by Tho. Lodge, D. in Physicke.; Works. English",,1008,,,
A11901,33151062,28897,STC 22215.5; ESTC S3838,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Freeman, Ralph, Sir, fl. 1610-1655.",1636,"Lucius Annæus Seneca, the philosopher, his booke of the shortnesse of life translated into an English poem.; De brevitate vitae. English",Life -- Poetry.; Longevity -- Poetry.,42,,,
A11902,99852329,17645,STC 22215; ESTC S117114,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Golding, Arthur, 1536-1606.",1578,"The vvoorke of the excellent philosopher Lucius Annæus Seneca concerning benefyting that is too say the dooing, receyuing, and requyting of good turnes. Translated out of Latin by Arthur Golding.; De beneficiis. English",Charity -- Early works to 1800.,248,,,
A11909,99852323,17639,STC 22221; ESTC S117108,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Heywood, Jasper, 1535-1598.; Neville, Alexander, 1544-1614.; Studley, John, 1545?-1590?; T. N. (Thomas Nuce), d. 1617.; Newton, Thomas, 1542?-1607.",1581,"Seneca his tenne tragedies, translated into Englysh; Tragedies. English",,450,,,
A11910,99846326,11286,STC 22222; ESTC S110864,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Studley, John, 1545?-1590?",1566,"The eyght tragedie of Seneca. Entituled Agamemnon. Translated out of Latin in to English, by Iohn Studley, student in Trinitie Colledge in Cambridge; Agamemnon. English",,120,,,
A11911,99846328,11288,STC 22223; ESTC S110867,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Heywood, Jasper, 1535-1598.",1561,"Lucii Annei Senecæ tragedia prima quæ inscribitur Hercules furens nuper recognita, & ab omnibus mendis, quibus antea scatebat sedulo purgata, & in studiosæ iuuentutis vtilitate[m], in Anglicum metrum tanta fide conuersa, vt carmen pro carmine quoad Anglica lingua patiatur pene redditum videas. Per Iasperum Heyvvodum Oxoniensem. = The first tragedie of Lucius Anneus Seneca, intituled Hercules furens, newly pervsed and of all faultes whereof it did before abound diligently corrected, and for the profit of young schollers so faithfully translated into English metre, that ye may se verse for verse tourned as farre as the phrase of the english permitteth by Iasper Heywood studient in Oxford; Hercules furens. English and Latin",,186,,,
A11912,99846332,11292,STC 22224; ESTC S110871,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Studley, John, 1545?-1590?",1566,"The seuenth tragedie of Seneca, entituled Medea: translated out of Latin into English, by Iohn Studley, student in Trinitie Colledge in Cambridge; Medea. English",,103,,,
A11913,99846335,11295,STC 22225; ESTC S110874,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Neville, Alexander, 1544-1614.",1563,The lamentable tragedie of Oedipus the sonne of Laius Kyng of Thebes out of Seneca. By Alexander Neuyle; Oedipus. English,,100,,,
A11914,99846336,11296,STC 22226; ESTC S110875,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Heywood, Jasper, 1535-1598.",1560,The seconde tragedie of Seneca entituled Thyestes faithfully Englished by Iasper Heywood fellowe of Alsolne College in Oxforde; Thyestes. English,,110,,,
A11915,99838746,3134,STC 22227A; ESTC S102987,Free,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.; Heywood, Jasper, 1535-1598.",1559,"The sixt tragedie of the most graue and prudent author Lucius, Anneus, Seneca, entituled Troas with diuers and sundrye addicions to the same. Newly set forth in Englishe by Jasper Heywood student in Oxonforde. Anno domini. 1559. Cum priuilegio ad imprimendum solum.; Troades. English",,98,,,
A11917,99846389,11352,STC 22229; ESTC S110938,Free,"T. N. (Thomas Nuce), d. 1617.; Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D., attributed name.",1566,"The ninth tragedie of Lucius Anneus Seneca called Octauia. Translated out of Latine into English, by T.N. student in Cambridge; Octavia (Praetexta). English.","Octavia, -- consort of Nero, Emperor of Rome, ca. 42-62 -- Drama -- Early works to 1800.",58,,,
A11921,99852365,17681,STC 22234; ESTC S117150,Free,"Seres, William, d. ca. 1579, attributed name.",1569,An aunswere to the proclamation of the rebels in the north 1569.,Great Britain -- History -- Rebellion of 1569 -- Early works to 1800.,22,,,
A11927,24042794,27102,STC 22241.5; ESTC S4897,Free,"Serres, Jean de, 1540?-1598.; Hotman, François, 1524-1590. De furoribus gallicis.; Tymme, Thomas, d. 1620.; Ramus, Petrus, 1515-1572.",1574,"The three partes of commentaries containing the whole and perfect discourse of the ciuill warres of Fraunce, vnder the raignes of Henry the Second, Frances the Second, and of Charles the Ninth : with an addition of the cruell murther of the Admirall Chastilion, and diuers other nobles, committed the 24 daye of August, anno 1572 / translated out of Latine into English by Thomas Timme minister.; Commentariorum de statu religionis et reipublicae in regno Galliae. English. 1574","Saint Bartholomew's Day, Massacre of, France, 1572.; France -- History -- 16th century.; France -- History -- Wars of the Huguenots, 1562-1598.",976,,,
A11931,99852312,17628,STC 22244; ESTC S117097,Free,"Serres, Jean de, 1540?-1598.; Grimeston, Edward.; Matthieu, Pierre, 1563-1621.",1607,"A general inuentorie of the history of France from the beginning of that monarchie, vnto the treatie of Veruins, in the year 1598. Written by Ihon de Serres. And continued vnto these times, out off the best authors which haue written of that subiect. Translated out of French into English, by Edward Grimeston Gentleman.; Inventaire general de l'histoire de France. English",France -- History -- Early works to 1800.,1322,,,
A11934,99852415,17736,STC 22248; ESTC S117200,Free,"Golding, Arthur, 1536-1606.; Serres, Jean de, 1540?-1598, attributed name.; Hotman, Jean, seigneur de Villers-Saint-Paul, 1552-1636, attributed name.; Hotman, François, 1524-1590, attributed name.",1576,"The lyfe of the most godly, valeant and noble capteine and maintener of the trew Christian religion in Fraunce, Iasper Colignie Shatilion, sometyme greate admirall of Fraunce. Translated out of Latin by Arthur Golding; Gasparis Colinii Castilloni, magni quondam Franciae amerallii, vita. English.","Coligny, Gaspard de, -- seigneur de Châtillon, 1519-1572.",124,,,
